440,240,
443,250,
443,251,
444,252,
446,254,
448,255,
449,256,
454,261,
454,262,
455,264,
455,270,
456,275,
456,277,
455,278,
454,279,
453,279,
451,279,
448,282,
446,283,
445,282,
443,282,
437,282,
437,282,
427,286,
421,295,
421,297,
422,298,
426,300,
420,310,
418,312,
416,314,
412,317,
410,320,
410,321,
410,322,
410,323,
410,324,
411,325,
412,325,
415,324,
417,323,
417,323,
418,323,
420,323,
428,322,
430,322,
430,324,
431,326,
432,329,
437,330,
438,331,
438,332,
440,336,
445,342,
446,343,
447,343,
449,344,
454,346,
455,347,
457,346,
457,346,
459,346,
460,346,
461,347,
463,350,
464,353,
465,355,
466,356,
467,358,
468,359,
468,359,
469,360,
474,361,
475,361,
479,360,
481,364,
483,365,
486,366,
487,366,
488,367,
488,368,
489,370,
489,373,
490,373,
493,372,
495,371,
497,371,
499,371,
501,371,
502,370,
503,368,
504,367,
506,366,
512,372,
514,373,
516,374,
516,375,
539,389,
547,409,
549,411,
549,412,
552,414,
547,419,
547,420,
546,421,
545,426,
544,429,
538,435,
537,436,
537,437,
534,448,
535,449,
535,449,
537,450,
538,450,
539,451,
539,451,
541,451,
541,452,
543,454,
543,455,
543,458,
542,459,
541,462,
540,463,
540,464,
541,469,
541,471,
540,471,
540,472,
538,473,
538,474,
535,477,
534,478,
533,478,
532,477,
531,477,
530,475,
529,475,
528,474,
527,474,
525,475,
523,475,
522,475,
502,462,
501,460,
500,459,
498,453,
498,452,
497,450,
492,444,
489,441,
487,440,
486,440,
486,440,
484,440,
483,441,
483,441,
481,444,
480,444,
479,445,
477,444,
466,439,
465,438,
464,437,
463,436,
462,434,
461,430,
461,427,
461,426,
461,424,
460,422,
459,420,
451,413,
451,412,
450,408,
450,407,
448,404,
448,404,
447,403,
446,403,
445,403,
444,404,
443,405,
443,405,
439,404,
425,394,
420,390,
416,383,
411,380,
411,379,
411,378,
412,377,
412,376,
412,375,
411,372,
411,371,
410,370,
409,369,
407,369,
404,369,
402,369,
401,369,
399,368,
398,367,
397,366,
396,365,
396,365,
397,363,
397,361,
397,359,
397,358,
396,357,
395,356,
395,356,
393,356,
383,356,
380,356,
377,355,
369,355,
367,355,
366,354,
365,353,
364,352,
363,351,
360,351,
350,351,
344,352,
342,352,
341,352,
340,353,
340,353,
341,358,
341,359,
340,360,
339,361,
337,363,
336,364,
335,367,
334,367,
333,368,
332,368,
331,367,
330,366,
329,365,
327,365,
324,366,
322,366,
321,365,
314,366,
312,366,
311,366,
310,364,
308,362,
307,360,
307,358,
305,351,
305,351,
300,342,
300,341,
300,340,
300,336,
299,333,
297,327,
297,326,
298,325,
299,325,
301,324,
305,325,
306,324,
307,324,
308,323,
308,322,
308,320,
308,318,
307,316,
306,315,
305,313,
304,313,
302,312,
300,311,
302,309,
304,309,
304,309,
304,307,
305,306,
309,301,
309,300,
309,299,
311,298,
314,296,
317,294,
318,293,
319,292,
326,289,
336,288,
341,287,
345,288,
350,289,
352,289,
354,290,
355,290,
359,289,
374,285,
380,283,
383,280,
387,279,
391,281,
394,282,
402,279,
403,279,
409,279,
411,279,
417,277,
421,274,
424,267,
425,262,
425,261,
424,260,
423,259,
421,257,
421,252,
420,250,
417,247,
412,239,
412,238,
411,236,
413,236,
422,235,
426,234,
431,234,
432,234,
434,232,
438,227,
446,226,
444,228,
443,230,
