-297.7,227.1,
-297.001,227.795,
-296.098,228.227,
-295.195,228.659,
-294.607,229.408,
-294.171,230.309,
-293.736,231.211,
-293.133,231.975,
-292.332,232.576,
-291.654,233.303,
-291.257,234.222,
-290.927,235.167,
-290.594,236.111,
-290.103,236.984,
-289.562,237.815,
-288.793,238.456,
-288.432,239.316,
-288.866,240.143,
-289.228,241.061,
-289.242,242.05,
-289.089,243.036,
-288.84,244.006,
-288.592,244.976,
-288.344,245.946,
-288.096,246.916,
-287.848,247.886,
-287.6,248.856,
-287.351,249.826,
-287.103,250.796,
-286.779,251.741,
-286.4,252.668,
-286.017,253.593,
-285.623,254.513,
-285.657,255.457,
-286.505,255.91,
-287.483,256.124,
-288.461,256.338,
-289.41,256.626,
-290.248,257.164,
-290.631,258.067,
-290.838,259.046,
-290.99,260.035,
-291.419,260.937,
-291.895,261.818,
-292.377,262.695,
-292.998,263.464,
-293.736,264.141,
-294.32,264.951,
-294.987,265.672,
-295.86,266.156,
-296.804,266.49,
-297.72,266.883,
-298.59,267.38,
-299.54,267.671,
-300.526,267.8,
-301.528,267.8,
-302.516,267.904,
-303.471,268.191,
-304.354,268.662,
-305.285,269.002,
-306.265,269.208,
-307.257,269.3,
-308.257,269.278,
-309.248,269.136,
-310.239,269.009,
-311.209,269.248,
-312.096,269.696,
-312.803,270.404,
-313.429,271.186,
-313.814,272.095,
-313.813,273.017,
-313.305,273.881,
-312.711,274.675,
-311.985,275.364,
-311.259,276.054,
-310.42,276.579,
-309.518,277.014,
-308.615,277.448,
-307.713,277.882,
-306.811,278.317,
-305.909,278.751,
-304.97,279.092,
-304.012,279.383,
-303.044,279.618,
-302.045,279.69,
-301.269,279.122,
-300.495,278.497,
-299.544,278.606,
-298.645,279.027,
-297.782,279.536,
-296.919,280.044,
-296.057,280.552,
-295.194,281.061,
-294.331,281.569,
-293.461,282.063,
-292.55,282.477,
-291.577,282.711,
-290.601,282.935,
-289.625,283.159,
-288.649,283.382,
-287.684,283.622,
-287.098,284.434,
-286.511,285.246,
-286.163,286.176,
-285.87,287.133,
-285.578,288.091,
