158,331,
158,331,
161,330,
162,327,
163,326,
164,325,
164,324,
165,322,
166,321,
167,320,
167,319,
166,318,
166,317,
166,316,
168,307,
169,305,
170,304,
170,303,
169,303,
166,302,
165,301,
165,301,
165,300,
164,298,
164,297,
163,295,
162,294,
161,293,
160,292,
158,292,
157,291,
155,291,
153,291,
152,290,
151,290,
149,289,
147,289,
145,290,
144,289,
143,289,
143,288,
142,287,
141,286,
142,284,
144,282,
150,280,
152,279,
153,279,
155,280,
155,280,
156,280,
162,277,
163,276,
168,275,
169,273,
171,266,
176,270,
189,276,
191,277,
193,276,
196,278,
205,282,
209,284,
213,284,
217,282,
219,284,
225,288,
227,290,
227,291,
223,292,
223,296,
226,299,
229,302,
227,303,
225,304,
223,307,
226,308,
230,308,
238,308,
238,310,
234,312,
231,313,
227,316,
226,320,
225,320,
220,323,
219,325,
218,329,
217,331,
210,327,
206,327,
205,330,
206,332,
209,336,
208,337,
201,341,
200,341,
199,342,
194,345,
193,346,
188,362,
186,366,
184,369,
182,369,
176,356,
158,332,
