156,35,
156,36,
154,36,
153,37,
151,37,
150,38,
140,50,
123,61,
122,62,
122,63,
120,64,
112,65,
111,66,
111,67,
112,68,
122,80,
124,82,
130,85,
131,85,
136,86,
137,86,
139,87,
141,90,
146,101,
153,101,
158,101,
163,99,
166,99,
167,99,
169,99,
170,100,
171,101,
178,105,
180,107,
181,108,
184,109,
196,112,
198,112,
201,114,
203,114,
204,116,
207,121,
210,125,
211,131,
211,133,
213,135,
213,136,
219,141,
222,144,
225,145,
237,148,
241,150,
253,160,
255,162,
260,172,
256,184,
257,188,
258,190,
259,191,
258,193,
255,200,
251,197,
250,197,
249,196,
248,196,
246,196,
245,197,
243,198,
241,200,
241,200,
239,201,
237,202,
236,203,
235,205,
235,206,
235,207,
236,208,
237,209,
238,210,
238,211,
238,212,
237,214,
236,219,
236,219,
235,222,
235,224,
235,225,
236,226,
236,227,
236,227,
236,229,
235,230,
231,232,
230,233,
226,236,
225,238,
225,239,
225,241,
225,242,
226,244,
226,245,
225,245,
225,246,
224,245,
222,244,
220,243,
219,242,
216,239,
214,237,
212,236,
211,235,
210,235,
209,235,
208,236,
207,236,
206,235,
205,234,
204,234,
200,234,
199,234,
197,234,
193,236,
192,235,
191,234,
188,232,
184,233,
169,233,
165,232,
162,230,
156,224,
156,223,
158,219,
154,214,
144,207,
146,212,
152,217,
154,222,
154,232,
156,238,
158,242,
155,244,
156,247,
158,250,
165,253,
167,255,
170,261,
172,261,
173,260,
174,261,
174,262,
173,262,
171,262,
169,262,
167,261,
167,262,
171,266,
169,273,
168,275,
163,276,
162,277,
156,280,
155,280,
155,280,
153,279,
152,279,
150,280,
144,282,
142,284,
141,286,
142,287,
143,288,
143,289,
144,289,
145,290,
147,289,
149,289,
151,290,
152,290,
153,291,
155,291,
157,291,
158,292,
160,292,
161,293,
162,294,
163,295,
164,297,
164,298,
165,300,
165,301,
165,301,
166,302,
169,303,
170,303,
170,304,
169,305,
168,307,
166,316,
166,317,
166,318,
167,319,
167,320,
166,321,
165,322,
164,324,
164,325,
163,326,
162,327,
161,330,
158,331,
158,331,
157,329,
156,328,
154,326,
148,324,
148,322,
148,320,
148,319,
142,313,
135,309,
112,300,
109,301,
106,303,
105,304,
103,303,
100,301,
97,300,
96,300,
95,300,
95,299,
94,298,
93,298,
92,298,
91,299,
91,299,
78,295,
72,294,
71,293,
70,292,
68,291,
66,291,
64,292,
63,292,
61,290,
62,286,
60,280,
37,252,
36,250,
34,244,
32,240,
23,219,
22,212,
21,209,
20,206,
23,203,
24,201,
24,199,
19,193,
16,191,
18,189,
22,186,
24,182,
26,178,
30,180,
32,178,
33,174,
38,171,
36,167,
33,162,
31,160,
33,159,
34,159,
34,157,
31,157,
31,156,
33,155,
35,153,
37,149,
38,149,
41,152,
45,150,
50,148,
53,148,
55,148,
54,145,
55,144,
56,143,
57,142,
59,138,
60,139,
63,139,
70,132,
69,130,
68,129,
65,127,
56,136,
56,135,
56,134,
56,134,
55,134,
55,133,
57,130,
59,129,
61,128,
59,127,
58,128,
57,128,
58,126,
58,126,
61,125,
61,124,
59,124,
59,122,
63,119,
63,111,
62,97,
59,93,
52,90,
44,88,
41,91,
40,91,
34,86,
32,84,
33,84,
34,83,
35,82,
34,81,
32,80,
28,81,
26,81,
20,78,
14,75,
9,73,
1,72,
1,70,
6,69,
15,64,
20,64,
19,62,
19,62,
18,61,
16,61,
16,59,
26,59,
29,59,
30,61,
30,63,
29,65,
30,65,
31,66,
34,68,
35,68,
37,67,
37,65,
34,63,
37,61,
41,61,
46,61,
47,62,
49,63,
51,64,
52,63,
53,62,
53,61,
51,59,
51,58,
55,56,
56,54,
55,51,
53,48,
52,47,
48,46,
46,45,
44,43,
44,42,
45,42,
47,41,
50,38,
52,39,
55,41,
59,41,
62,38,
61,35,
59,32,
56,30,
54,29,
59,21,
63,12,
70,4,
77,0,
83,4,
89,9,
96,13,
119,22,
