539,389,
516,375,
516,374,
514,373,
512,372,
506,366,
504,367,
503,368,
502,370,
500,371,
499,371,
497,371,
495,371,
493,372,
490,373,
489,373,
489,370,
488,368,
488,367,
487,366,
486,366,
483,365,
481,364,
479,360,
475,361,
474,361,
469,360,
468,359,
468,359,
467,358,
466,356,
465,355,
464,353,
463,350,
461,347,
460,346,
459,346,
457,346,
456,346,
455,347,
454,346,
449,344,
447,343,
446,343,
445,342,
440,336,
438,332,
438,331,
437,330,
432,329,
431,326,
430,324,
430,322,
428,322,
420,323,
418,323,
417,323,
416,323,
415,324,
412,325,
411,325,
410,324,
410,323,
410,322,
410,321,
410,320,
412,317,
416,314,
418,312,
420,310,
426,300,
422,298,
421,297,
421,295,
427,286,
437,282,
437,282,
443,282,
445,282,
446,283,
448,282,
450,279,
453,279,
454,279,
455,278,
456,277,
456,275,
455,270,
455,264,
454,262,
454,261,
449,256,
448,255,
446,254,
444,252,
443,251,
443,250,
440,240,
467,252,
477,257,
490,263,
511,273,
517,275,
549,276,
572,276,
576,277,
576,278,
573,282,
571,285,
571,289,
571,294,
573,302,
574,306,
572,310,
563,322,
557,330,
555,333,
550,345,
537,360,
534,367,
533,373,
534,376,
534,378,
536,381,
537,383,
539,386,
