479,98,
479,98,
482,99,
483,99,
484,100,
485,101,
486,102,
486,103,
486,105,
486,109,
486,111,
487,113,
488,113,
490,115,
491,115,
492,117,
492,117,
491,117,
489,117,
487,117,
480,118,
479,118,
477,119,
473,121,
471,124,
470,124,
468,125,
466,127,
465,128,
465,129,
464,131,
464,138,
464,140,
463,150,
463,151,
463,151,
464,153,
465,154,
465,155,
465,157,
465,158,
466,161,
466,162,
465,167,
463,170,
462,171,
461,172,
460,172,
459,172,
459,172,
457,176,
456,177,
455,178,
455,181,
456,184,
456,185,
459,190,
460,193,
460,194,
461,196,
462,197,
461,199,
461,202,
460,205,
461,205,
460,206,
460,208,
457,214,
456,215,
446,226,
438,227,
434,232,
432,234,
431,234,
426,234,
422,235,
413,236,
411,236,
412,238,
412,239,
417,247,
420,250,
421,252,
421,257,
423,259,
424,260,
425,261,
425,262,
424,267,
421,274,
417,277,
411,279,
409,279,
403,279,
402,279,
394,282,
391,281,
387,279,
383,280,
383,278,
383,277,
383,275,
384,274,
388,269,
388,269,
391,235,
391,204,
391,179,
392,143,
392,95,
392,95,
394,95,
397,94,
401,98,
404,99,
406,97,
408,97,
410,100,
416,97,
419,97,
422,95,
425,94,
427,96,
428,100,
442,110,
443,111,
445,111,
447,111,
450,109,
452,108,
458,109,
459,109,
463,104,
478,98,
